date,industry_code,pe_ttm,pb,dividend_yield
2020-01-08,801040,9.77,0.93,4.19
2020-01-08,801050,40.96,2.23,0.61
2020-01-08,801030,21.97,1.92,1.57
2020-01-08,801010,34.46,3.82,1.1
2020-01-08,801160,19.18,1.44,1.83
2020-01-08,801080,44.57,3.56,0.54
2020-01-08,801170,17.28,1.44,1.64
2020-01-08,801180,9.78,1.41,2.74
2020-01-08,801880,20.39,1.67,1.84
2020-01-08,801790,15.69,1.9,1.46
2020-01-08,801780,7.03,0.81,3.27
2020-01-08,801770,38.54,2.74,0.44
2020-01-08,801760,44.81,2.57,0.66
2020-01-08,801750,60.93,4.03,0.33
2020-01-08,801890,27.31,2.11,0.92
2020-01-08,801730,33.91,2.29,0.72
2020-01-08,801710,12.96,1.91,2.1
2020-01-09,801160,19.37,1.44,1.82
2020-01-09,801150,37.29,3.51,0.67
2020-01-09,801120,32.07,6.52,1.29
2020-01-09,801050,40.41,2.2,0.62
2020-01-09,801080,45.69,3.65,0.53
2020-01-09,801040,9.81,0.93,4.17
2020-01-09,801030,22.25,1.95,1.55
2020-01-09,801010,34.53,3.83,1.09
2020-01-09,801170,17.51,1.46,1.62
2020-01-09,801110,17.8,3.49,2.19
2020-01-09,801180,9.97,1.44,2.68
2020-01-09,801880,20.63,1.69,1.82
2020-01-09,801790,15.85,1.92,1.45
2020-01-09,801780,7.07,0.82,3.26
2020-01-09,801770,39.75,2.83,0.43
2020-01-09,801760,45.55,2.61,0.62
2020-01-09,801890,27.72,2.14,0.91
2020-01-09,801730,34.47,2.33,0.71
2020-01-09,801710,13.14,1.94,2.07
2020-01-09,801750,62.81,4.16,0.32
2020-01-10,801160,19.28,1.44,1.83
2020-01-10,801150,37.42,3.52,0.67
2020-01-10,801120,32.46,6.6,1.27
2020-01-10,801050,40.14,2.18,0.62
2020-01-10,801080,45.77,3.65,0.53
2020-01-10,801040,9.74,0.93,4.2
2020-01-10,801030,22.16,1.94,1.56
2020-01-10,801010,33.8,3.75,1.12
2020-01-10,801170,17.52,1.46,1.61
2020-01-10,801110,17.87,3.51,2.18
2020-01-10,801180,9.87,1.42,2.71
2020-01-10,801880,20.45,1.68,1.84
2020-01-10,801790,15.83,1.92,1.45
2020-01-10,801780,7.07,0.82,3.26
2020-01-10,801760,45.19,2.59,0.63
2020-01-10,801770,39.69,2.82,0.43
2020-01-10,801730,34.09,2.3,0.72
2020-01-10,801890,27.65,2.13,0.91
2020-01-10,801710,13.26,1.95,2.05
2020-01-10,801750,62.63,4.14,0.32
2020-01-13,801160,19.37,1.44,1.82
2020-01-13,801150,37.67,3.54,0.66
2020-01-13,801120,33.0,6.71,1.25
2020-01-13,801010,34.03,3.77,1.11
2020-01-13,801080,47.04,3.76,0.51
2020-01-13,801050,40.47,2.2,0.62
2020-01-13,801040,9.78,0.93,4.18
2020-01-13,801030,22.49,1.97,1.53
2020-01-13,801170,17.56,1.46,1.61
2020-01-13,801110,17.91,3.52,2.17
2020-01-13,801180,9.95,1.44,2.69
2020-01-13,801710,13.21,1.95,2.06
2020-01-13,801890,27.78,2.14,0.91
2020-01-13,801880,20.89,1.72,1.8
2020-01-13,801790,16.07,1.95,1.43
2020-01-13,801770,40.19,2.86,0.43
2020-01-13,801780,7.09,0.82,3.25
2020-01-13,801750,63.82,4.22,0.32
2020-01-13,801730,34.62,2.34,0.71
2020-01-13,801760,45.51,2.61,0.62
2020-01-14,801160,19.53,1.45,1.81
2020-01-14,801150,37.46,3.52,0.67
2020-01-14,801120,32.6,6.62,1.27
2020-01-14,801170,17.52,1.46,1.61
2020-01-14,801080,46.83,3.74,0.51
2020-01-14,801050,41.13,2.24,0.61
2020-01-14,801040,9.8,0.93,4.17
2020-01-14,801030,22.55,1.98,1.53
2020-01-14,801010,34.05,3.78,1.11
2020-01-14,801110,17.91,3.51,2.18
2020-01-14,801180,9.93,1.43,2.7
2020-01-14,801890,27.91,2.15,0.91
2020-01-14,801880,20.83,1.71,1.8
2020-01-14,801790,15.98,1.94,1.44
2020-01-14,801780,7.07,0.82,3.26
2020-01-14,801770,39.77,2.83,0.43
2020-01-14,801760,45.56,2.61,0.62
2020-01-14,801730,34.49,2.33,0.71
2020-01-14,801710,13.17,1.94,2.07
2020-01-14,801750,63.12,4.18,0.32
2020-01-15,801160,19.38,1.44,1.82
2020-01-15,801150,37.6,3.54,0.67
2020-01-15,801120,32.84,6.67,1.26
2020-01-15,801050,40.42,2.2,0.62
2020-01-15,801080,47.38,3.78,0.51
2020-01-15,801040,9.7,0.92,4.21
2020-01-15,801030,22.42,1.96,1.54
2020-01-15,801010,33.52,3.72,1.12
2020-01-15,801170,17.34,1.44,1.63
2020-01-15,801110,17.75,3.48,2.19
2020-01-15,801180,9.79,1.41,2.73
2020-01-15,801880,20.68,1.7,1.81
2020-01-15,801790,15.86,1.92,1.45
2020-01-15,801780,6.99,0.81,3.29
2020-01-15,801770,39.82,2.83,0.43
2020-01-15,801760,45.19,2.59,0.63
2020-01-15,801890,27.66,2.13,0.92
2020-01-15,801730,34.32,2.32,0.71
2020-01-15,801710,13.07,1.93,2.08
2020-01-15,801750,64.06,4.24,0.32
2020-01-16,801150,37.62,3.54,0.67
2020-01-16,801120,32.84,6.67,1.26
2020-01-16,801110,17.59,3.45,2.21
2020-01-16,801040,9.62,0.92,4.24
2020-01-16,801050,40.24,2.19,0.62
2020-01-16,801030,22.37,1.96,1.54
2020-01-16,801010,33.46,3.71,1.13
2020-01-16,801160,19.25,1.43,1.83
2020-01-16,801080,47.42,3.78,0.51
2020-01-16,801170,17.23,1.43,1.58
2020-01-16,801180,9.75,1.41,2.74
2020-01-16,801890,27.66,2.13,0.92
2020-01-16,801880,20.68,1.7,1.81
2020-01-16,801790,15.76,1.91,1.46
2020-01-16,801780,6.94,0.8,3.32
2020-01-16,801770,39.64,2.82,0.43
2020-01-16,801760,44.91,2.57,0.63
2020-01-16,801750,64.27,4.25,0.31
2020-01-16,801730,34.2,2.31,0.72
2020-01-16,801710,13.01,1.92,2.09
2020-01-17,801160,19.06,1.42,1.84
2020-01-17,801150,37.92,3.57,0.66
2020-01-17,801120,32.68,6.64,1.26
2020-01-17,801050,40.16,2.19,0.62
2020-01-17,801080,46.81,3.74,0.51
2020-01-17,801040,9.61,0.91,4.25
2020-01-17,801030,22.35,1.96,1.54
2020-01-17,801010,33.22,3.69,1.13
2020-01-17,801170,17.18,1.43,1.59
2020-01-17,801110,17.74,3.48,2.19
2020-01-17,801890,27.32,2.11,0.91
2020-01-17,801880,20.78,1.7,1.8
2020-01-17,801790,15.83,1.92,1.45
2020-01-17,801780,6.94,0.8,3.32
2020-01-17,801180,9.73,1.4,2.75
2020-01-17,801760,44.67,2.56,0.63
2020-01-17,801770,39.76,2.83,0.43
2020-01-17,801730,33.98,2.3,0.72
2020-01-17,801710,13.03,1.92,2.09
2020-01-17,801750,64.62,4.28,0.31
2020-01-20,801160,19.13,1.43,1.83
2020-01-20,801150,38.63,3.64,0.65
2020-01-20,801120,32.41,6.58,1.27
2020-01-20,801170,17.24,1.43,1.58
2020-01-20,801080,48.51,3.87,0.49
2020-01-20,801050,40.32,2.19,0.62
2020-01-20,801040,9.62,0.92,4.24
2020-01-20,801030,22.57,1.98,1.53
2020-01-20,801010,33.44,3.73,1.25
2020-01-20,801110,17.82,3.5,2.18
2020-01-20,801180,9.68,1.4,2.76
2020-01-20,801890,27.64,2.14,0.9
2020-01-20,801880,20.75,1.7,1.8
2020-01-20,801790,16.03,1.94,1.41
2020-01-20,801780,6.98,0.81,3.3
2020-01-20,801770,40.49,2.89,0.42
2020-01-20,801760,44.69,2.56,0.63
2020-01-20,801730,34.74,2.35,0.7
2020-01-20,801710,13.13,1.94,2.07
2020-01-20,801750,65.5,4.31,0.31
2020-01-21,801150,39.39,3.7,0.64
2020-01-21,801120,31.64,6.44,1.3
2020-01-21,801110,17.37,3.41,2.24
2020-01-21,801040,9.42,0.9,4.33
2020-01-21,801050,39.38,2.14,0.64
2020-01-21,801030,22.31,1.95,1.55
2020-01-21,801010,32.79,3.66,1.28
2020-01-21,801160,18.93,1.41,1.85
2020-01-21,801080,48.05,3.87,0.49
2020-01-21,801170,16.96,1.41,1.6
2020-01-21,801180,9.48,1.37,2.82
2020-01-21,801890,27.18,2.1,0.91
2020-01-21,801880,20.29,1.67,1.84
2020-01-21,801790,15.69,1.9,1.44
2020-01-21,801780,6.89,0.8,3.34
2020-01-21,801760,43.92,2.52,0.65
2020-01-21,801750,64.47,4.25,0.31
2020-01-21,801770,39.54,2.82,0.43
2020-01-21,801730,34.34,2.32,0.71
2020-01-21,801710,12.75,1.88,2.13
2020-01-22,801160,18.88,1.41,1.86
2020-01-22,801150,38.78,3.64,0.64
2020-01-22,801120,31.74,6.45,1.3
2020-01-22,801170,16.92,1.41,1.61
2020-01-22,801080,49.66,4.01,0.47
2020-01-22,801050,39.56,2.15,0.63
2020-01-22,801040,9.44,0.9,4.32
2020-01-22,801030,22.47,1.97,1.54
2020-01-22,801010,32.24,3.6,1.3
2020-01-22,801110,17.35,3.41,2.24
2020-01-22,801180,9.61,1.39,2.79
2020-01-22,801890,27.37,2.11,0.91
2020-01-22,801880,20.5,1.68,1.82
2020-01-22,801790,15.72,1.9,1.44
2020-01-22,801780,6.89,0.8,3.34
2020-01-22,801760,44.04,2.52,0.64
2020-01-22,801770,39.98,2.85,0.43
2020-01-22,801730,35.15,2.37,0.7
2020-01-22,801710,12.76,1.88,2.13
2020-01-22,801750,65.39,4.31,0.31
2020-01-23,801120,30.66,6.22,1.35
2020-01-23,801150,38.1,3.58,0.66
2020-01-23,801110,16.68,3.28,2.33
2020-01-23,801160,18.38,1.37,1.91
2020-01-23,801050,38.18,2.08,0.65
2020-01-23,801040,9.14,0.87,4.46
2020-01-23,801030,21.64,1.89,1.59
2020-01-23,801010,30.71,3.43,1.36
2020-01-23,801080,47.78,3.85,0.49
2020-01-23,801170,17.09,1.38,1.66
2020-01-23,801180,9.26,1.34,2.89
2020-01-23,801880,19.83,1.63,1.88
2020-01-23,801790,15.21,1.83,1.49
2020-01-23,801780,6.72,0.78,3.43
2020-01-23,801770,38.24,2.73,0.45
2020-01-23,801760,42.46,2.44,0.67
2020-01-23,801750,62.53,4.13,0.32
2020-01-23,801890,26.35,2.03,0.94
2020-01-23,801730,34.12,2.3,0.72
2020-01-23,801710,12.31,1.81,2.21
2020-02-03,801160,16.95,1.26,2.07
2020-02-03,801150,36.85,3.46,0.68
2020-02-03,801120,28.43,5.77,1.45
2020-02-03,801050,34.67,1.89,0.72
2020-02-03,801080,43.14,3.48,0.54
2020-02-03,801040,8.25,0.79,4.95
2020-02-03,801030,19.81,1.73,1.74
2020-02-03,801010,27.86,3.11,1.5
2020-02-03,801170,15.61,1.26,1.82
2020-02-03,801110,15.24,2.99,2.55
2020-02-03,801180,8.4,1.21,3.19
2020-02-03,801880,18.03,1.48,2.07
2020-02-03,801790,13.88,1.67,1.63
2020-02-03,801780,6.28,0.73,3.66
2020-02-03,801770,34.87,2.49,0.49
2020-02-03,801760,38.66,2.22,0.73
2020-02-03,801890,23.82,1.84,1.04
2020-02-03,801730,31.61,2.14,0.77
2020-02-03,801710,11.23,1.65,2.42
2020-02-03,801750,56.74,3.75,0.35
2020-02-04,801160,17.02,1.26,2.05
2020-02-04,801150,38.23,3.59,0.65
2020-02-04,801120,28.99,5.88,1.43
2020-02-04,801050,34.81,1.89,0.71
2020-02-04,801080,44.26,3.57,0.53
2020-02-04,801040,8.34,0.79,4.9
2020-02-04,801030,20.08,1.75,1.72
2020-02-04,801010,28.51,3.18,1.47
2020-02-04,801170,15.56,1.25,1.84
2020-02-04,801110,15.89,3.12,2.45
2020-02-04,801180,8.41,1.22,3.15
2020-02-04,801880,18.26,1.5,2.04
2020-02-04,801790,14.08,1.7,1.61
2020-02-04,801780,6.41,0.74,3.59
2020-02-04,801770,35.76,2.46,0.48
2020-02-04,801760,39.41,2.26,0.72
2020-02-04,801890,23.94,1.85,1.04
2020-02-04,801730,32.41,2.19,0.75
2020-02-04,801710,11.49,1.69,2.37
2020-02-04,801750,57.85,3.82,0.35
2020-02-05,801160,17.25,1.28,2.02
2020-02-05,801150,39.94,3.75,0.63
2020-02-05,801120,29.36,5.95,1.41
2020-02-05,801050,35.69,1.94,0.7
2020-02-05,801080,44.76,3.61,0.52
2020-02-05,801040,8.45,0.8,4.84
2020-02-05,801030,20.6,1.8,1.68
2020-02-05,801170,15.97,1.29,1.79
2020-02-05,801110,16.13,3.17,2.41
2020-02-05,801180,8.48,1.23,3.12
2020-02-05,801010,29.3,3.27,1.43
2020-02-05,801890,24.34,1.88,1.02
2020-02-05,801880,18.83,1.54,1.98
2020-02-05,801790,14.18,1.71,1.6
2020-02-05,801770,36.62,2.52,0.47
2020-02-05,801760,40.49,2.32,0.7
2020-02-05,801780,6.41,0.74,3.59
2020-02-05,801730,33.34,2.26,0.73
2020-02-05,801710,11.59,1.71,2.35
2020-02-05,801750,59.57,3.93,0.34
2020-02-06,801170,16.3,1.32,1.75
2020-02-06,801160,17.6,1.31,1.98
2020-02-06,801150,41.21,3.87,0.61
2020-02-06,801180,8.58,1.24,3.08
2020-02-06,801110,16.36,3.21,2.38
2020-02-06,801080,45.89,3.7,0.51
2020-02-06,801050,36.11,1.96,0.69
2020-02-06,801040,8.49,0.81,4.81
2020-02-06,801030,21.24,1.85,1.63
2020-02-06,801120,29.93,6.07,1.39
2020-02-06,801010,30.57,3.41,1.38
2020-02-06,801890,24.89,1.92,1.0
2020-02-06,801880,19.07,1.56,1.96
2020-02-06,801790,14.45,1.74,1.57
2020-02-06,801780,6.45,0.75,3.57
2020-02-06,801770,37.93,2.61,0.45
2020-02-06,801750,62.48,4.13,0.32
2020-02-06,801730,34.14,2.31,0.72
2020-02-06,801710,11.74,1.73,2.32
2020-02-06,801760,42.71,2.45,0.66
2020-02-07,801150,40.44,3.8,0.62
2020-02-07,801120,30.22,6.13,1.37
2020-02-07,801110,16.21,3.18,2.4
2020-02-07,801040,8.55,0.81,4.78
2020-02-07,801050,36.06,1.96,0.69
2020-02-07,801030,21.34,1.86,1.62
2020-02-07,801010,30.42,3.39,1.38
2020-02-07,801160,18.05,1.34,1.94
2020-02-07,801080,46.46,3.75,0.5
2020-02-07,801170,16.29,1.31,1.76
2020-02-07,801180,8.56,1.24,3.09
2020-02-07,801890,25.08,1.94,0.99
2020-02-07,801880,19.06,1.56,1.96
2020-02-07,801790,14.44,1.74,1.57
2020-02-07,801780,6.42,0.74,3.58
2020-02-07,801760,43.82,2.51,0.65
2020-02-07,801750,64.9,4.29,0.31
2020-02-07,801770,38.95,2.68,0.44
2020-02-07,801730,34.25,2.32,0.72
2020-02-07,801710,11.73,1.73,2.32
2020-02-10,801160,18.14,1.35,1.93
2020-02-10,801150,39.86,3.75,0.63
2020-02-10,801120,30.15,6.11,1.37
2020-02-10,801170,16.38,1.32,1.75
2020-02-10,801080,46.6,3.76,0.5
2020-02-10,801050,37.25,2.03,0.67
2020-02-10,801040,8.7,0.83,4.69
2020-02-10,801030,21.69,1.89,1.59
2020-02-10,801010,32.24,3.6,1.3
2020-02-10,801110,16.26,3.19,2.39
2020-02-10,801180,8.76,1.27,3.02
2020-02-10,801890,25.67,1.98,0.97
2020-02-10,801880,19.74,1.61,1.89
2020-02-10,801790,14.47,1.74,1.57
2020-02-10,801780,6.4,0.74,3.6
2020-02-10,801760,43.8,2.51,0.64
2020-02-10,801770,39.72,2.73,0.43
2020-02-10,801730,35.05,2.37,0.7
2020-02-10,801710,12.36,1.82,2.2
2020-02-10,801750,65.32,4.32,0.31
2020-02-11,801160,17.97,1.33,1.95
2020-02-11,801150,39.8,3.74,0.63
2020-02-11,801120,30.75,6.24,1.35
2020-02-11,801010,31.76,3.54,1.32
2020-02-11,801080,47.26,3.81,0.5
2020-02-11,801170,16.47,1.33,1.74
2020-02-11,801040,9.07,0.84,4.61
2020-02-11,801030,21.49,1.88,1.61
2020-02-11,801110,16.72,3.28,2.32
2020-02-11,801180,8.85,1.28,2.99
2020-02-11,801050,37.18,2.02,0.66
2020-02-11,801890,25.64,1.98,0.97
2020-02-11,801880,19.66,1.61,1.9
2020-02-11,801790,14.53,1.75,1.56
2020-02-11,801770,39.34,2.7,0.44
2020-02-11,801760,43.31,2.48,0.65
2020-02-11,801780,6.46,0.75,3.56
2020-02-11,801730,34.61,2.34,0.71
2020-02-11,801710,12.46,1.83,2.19
2020-02-11,801750,64.59,4.27,0.31
2020-02-12,801160,18.12,1.34,1.93
2020-02-12,801150,40.19,3.78,0.62
2020-02-12,801120,30.8,6.25,1.35
2020-02-12,801170,16.53,1.33,1.73
2020-02-12,801080,48.2,3.89,0.49
2020-02-12,801050,38.39,2.09,0.64
2020-02-12,801040,9.05,0.84,4.62
2020-02-12,801030,21.82,1.91,1.58
2020-02-12,801010,32.05,3.57,1.31
2020-02-12,801110,16.82,3.3,2.31
2020-02-12,801180,8.87,1.28,2.98
2020-02-12,801890,26.06,2.01,0.95
2020-02-12,801880,19.81,1.62,1.88
2020-02-12,801790,14.65,1.77,1.55
2020-02-12,801780,6.47,0.75,3.56
2020-02-12,801770,40.12,2.76,0.43
2020-02-12,801760,44.34,2.54,0.64
2020-02-12,801730,35.65,2.41,0.69
2020-02-12,801710,12.61,1.86,2.16
2020-02-12,801750,67.55,4.46,0.3
2020-02-13,801150,39.57,3.72,0.63
2020-02-13,801120,30.52,6.19,1.36
2020-02-13,801110,16.55,3.25,2.35
2020-02-13,801040,8.95,0.83,4.68
2020-02-13,801050,38.7,2.11,0.63
2020-02-13,801030,21.63,1.89,1.6
2020-02-13,801010,31.97,3.56,1.32
2020-02-13,801160,18.04,1.34,1.94
2020-02-13,801080,48.28,3.89,0.48
2020-02-13,801170,16.37,1.32,1.75
2020-02-13,801180,8.99,1.3,2.94
2020-02-13,801890,26.0,2.01,0.95
2020-02-13,801880,19.69,1.61,1.89
2020-02-13,801790,14.45,1.74,1.57
2020-02-13,801780,6.42,0.74,3.58
2020-02-13,801760,43.39,2.49,0.65
2020-02-13,801750,67.03,4.43,0.3
2020-02-13,801770,39.34,2.7,0.44
2020-02-13,801730,35.28,2.39,0.69
2020-02-13,801710,12.69,1.87,2.15
2020-02-14,801160,18.0,1.34,1.94
2020-02-14,801150,39.65,3.72,0.63
2020-02-14,801120,30.45,6.17,1.36
2020-02-14,801170,16.34,1.32,1.75
2020-02-14,801080,48.68,3.93,0.48
2020-02-14,801050,39.19,2.13,0.63
2020-02-14,801040,9.01,0.84,4.64
2020-02-14,801030,21.72,1.9,1.59
2020-02-14,801010,32.87,3.67,1.28
2020-02-14,801110,16.53,3.25,2.35
2020-02-14,801180,9.22,1.33,2.87
2020-02-14,801890,26.04,2.01,0.95
2020-02-14,801880,19.61,1.6,1.9
2020-02-14,801790,14.63,1.76,1.55
2020-02-14,801780,6.47,0.75,3.55
2020-02-14,801760,43.36,2.49,0.65
2020-02-14,801770,39.31,2.7,0.44
2020-02-14,801730,34.95,2.37,0.7
2020-02-14,801710,12.75,1.88,2.14
2020-02-14,801750,66.97,4.43,0.3
2020-02-17,801160,18.36,1.36,1.91
2020-02-17,801150,40.43,3.8,0.62
2020-02-17,801120,30.75,6.24,1.35
2020-02-17,801010,33.73,3.76,1.25
2020-02-17,801080,50.74,4.09,0.46
2020-02-17,801170,16.76,1.35,1.71
2020-02-17,801040,9.2,0.86,4.55
2020-02-17,801030,22.43,1.96,1.54
2020-02-17,801110,16.73,3.29,2.32
2020-02-17,801180,9.29,1.34,2.84
2020-02-17,801050,40.3,2.19,0.61
2020-02-17,801890,26.88,2.08,0.92
2020-02-17,801880,20.49,1.67,1.82
2020-02-17,801790,15.14,1.82,1.5
2020-02-17,801780,6.59,0.76,3.49
2020-02-17,801770,41.47,2.85,0.41
2020-02-17,801760,44.82,2.57,0.63
2020-02-17,801730,36.01,2.44,0.68
2020-02-17,801710,13.0,1.91,2.09
2020-02-17,801750,69.65,4.6,0.29
2020-02-18,801160,18.42,1.37,1.9
2020-02-18,801150,40.44,3.8,0.62
2020-02-18,801120,30.62,6.21,1.35
2020-02-18,801050,40.77,2.22,0.6
2020-02-18,801080,52.1,4.2,0.45
2020-02-18,801040,9.19,0.85,4.56
2020-02-18,801030,22.65,1.98,1.52
2020-02-18,801010,33.6,3.75,1.25
2020-02-18,801170,16.74,1.35,1.71
2020-02-18,801110,16.62,3.26,2.34
2020-02-18,801180,9.2,1.33,2.87
2020-02-18,801890,27.21,2.1,0.91
2020-02-18,801880,20.64,1.68,1.81
2020-02-18,801790,15.02,1.81,1.51
2020-02-18,801780,6.52,0.75,3.53
2020-02-18,801760,45.67,2.62,0.62
2020-02-18,801770,42.42,2.92,0.4
2020-02-18,801730,36.74,2.49,0.66
2020-02-18,801710,12.89,1.9,2.11
2020-02-18,801750,71.3,4.71,0.28
2020-02-19,801160,18.39,1.36,1.9
2020-02-19,801150,39.56,3.72,0.63
2020-02-19,801120,31.0,6.28,1.34
2020-02-19,801010,34.02,3.79,1.24
2020-02-19,801080,51.84,4.18,0.45
2020-02-19,801050,40.26,2.19,0.62
2020-02-19,801040,9.1,0.85,4.6
2020-02-19,801030,22.57,1.97,1.53
2020-02-19,801170,16.75,1.35,1.71
2020-02-19,801110,16.51,3.24,2.35
2020-02-19,801180,9.22,1.33,2.87
2020-02-19,801890,27.2,2.1,0.91
2020-02-19,801880,20.61,1.68,1.81
2020-02-19,801790,15.06,1.81,1.5
2020-02-19,801770,41.94,2.89,0.41
2020-02-19,801780,6.52,0.75,3.53
2020-02-19,801750,69.95,4.62,0.29
2020-02-19,801730,36.62,2.48,0.67
2020-02-19,801710,12.99,1.91,2.09
2020-02-19,801760,44.51,2.55,0.63
2020-02-20,801160,18.6,1.38,1.88
2020-02-20,801150,39.94,3.75,0.62
2020-02-20,801120,31.81,6.45,1.3
2020-02-20,801010,33.57,3.82,1.22
2020-02-20,801080,53.71,4.32,0.43
2020-02-20,801050,40.67,2.21,0.61
2020-02-20,801040,9.23,0.86,4.54
2020-02-20,801030,22.94,2.0,1.5
2020-02-20,801170,17.12,1.38,1.67
2020-02-20,801110,17.0,3.34,2.28
2020-02-20,801180,9.32,1.35,2.84
2020-02-20,801710,13.12,1.93,2.07
2020-02-20,801890,27.6,2.13,0.9
2020-02-20,801880,21.16,1.73,1.77
2020-02-20,801790,15.69,1.89,1.44
2020-02-20,801770,42.62,2.94,0.4
2020-02-20,801780,6.6,0.76,3.48
2020-02-20,801750,71.41,4.72,0.28
2020-02-20,801730,37.76,2.55,0.65
2020-02-20,801760,45.63,2.62,0.62
2020-02-21,801160,18.65,1.38,1.87
2020-02-21,801150,40.26,3.78,0.63
2020-02-21,801120,31.69,6.42,1.31
2020-02-21,801170,17.08,1.38,1.67
2020-02-21,801080,55.02,4.43,0.42
2020-02-21,801050,41.38,2.25,0.6
2020-02-21,801040,9.26,0.86,4.52
2020-02-21,801030,23.09,2.02,1.49
2020-02-21,801010,33.51,3.81,1.22
2020-02-21,801110,16.93,3.33,2.29
2020-02-21,801180,9.24,1.33,2.86
2020-02-21,801880,21.52,1.76,1.73
2020-02-21,801790,16.09,1.85,1.45
2020-02-21,801780,6.58,0.76,3.5
2020-02-21,801770,43.72,3.01,0.39
2020-02-21,801760,46.53,2.67,0.61
2020-02-21,801890,27.82,2.15,0.89
2020-02-21,801730,37.98,2.57,0.64
2020-02-21,801710,13.18,1.94,2.06
2020-02-21,801750,73.89,4.87,0.27
2020-02-24,801150,40.63,3.82,0.62
2020-02-24,801120,31.14,6.31,1.33
2020-02-24,801110,16.89,3.32,2.3
2020-02-24,801040,9.19,0.85,4.56
2020-02-24,801050,41.45,2.26,0.6
2020-02-24,801030,23.25,2.03,1.48
2020-02-24,801010,33.93,3.86,1.21
2020-02-24,801160,18.59,1.38,1.88
2020-02-24,801080,57.64,4.64,0.4
2020-02-24,801170,16.7,1.35,1.71
2020-02-24,801180,9.12,1.32,2.9
2020-02-24,801890,28.07,2.17,0.88
2020-02-24,801880,21.51,1.76,1.73
2020-02-24,801790,15.93,1.84,1.47
2020-02-24,801780,6.5,0.75,3.54
2020-02-24,801760,47.07,2.7,0.6
2020-02-24,801750,76.22,5.03,0.26
2020-02-24,801770,46.62,3.21,0.37
2020-02-24,801730,38.09,2.58,0.64
2020-02-24,801710,13.33,1.96,2.04
2020-02-25,801160,18.31,1.36,1.9
2020-02-25,801150,41.16,3.87,0.62
2020-02-25,801120,30.82,6.25,1.34
2020-02-25,801170,16.58,1.34,1.71
2020-02-25,801080,58.85,4.72,0.39
2020-02-25,801050,41.37,2.25,0.6
2020-02-25,801040,9.07,0.84,4.62
2020-02-25,801030,23.18,2.02,1.49
2020-02-25,801010,34.34,3.9,1.19
2020-02-25,801110,16.72,3.28,2.32
2020-02-25,801180,9.13,1.32,2.9
2020-02-25,801880,21.95,1.79,1.7
2020-02-25,801790,15.92,1.83,1.47
2020-02-25,801780,6.44,0.74,3.58
2020-02-25,801770,48.37,3.34,0.36
2020-02-25,801760,46.73,2.68,0.6
2020-02-25,801890,27.89,2.15,0.89
2020-02-25,801730,38.45,2.6,0.64
2020-02-25,801710,13.17,1.94,2.07
2020-02-25,801750,76.04,5.02,0.26
2020-02-26,801160,18.33,1.36,1.9
2020-02-26,801150,39.96,3.76,0.64
2020-02-26,801120,30.56,6.19,1.35
2020-02-26,801050,40.32,2.19,0.62
2020-02-26,801080,55.0,4.41,0.42
2020-02-26,801040,9.26,0.86,4.53
2020-02-26,801030,22.72,1.98,1.52
2020-02-26,801010,34.16,3.89,1.2
2020-02-26,801170,16.55,1.33,1.72
2020-02-26,801110,16.62,3.26,2.0
2020-02-26,801180,9.32,1.35,2.83
2020-02-26,801880,21.51,1.76,1.74
2020-02-26,801790,15.75,1.81,1.48
2020-02-26,801780,6.46,0.74,3.56
2020-02-26,801770,46.23,3.19,0.37
2020-02-26,801760,45.44,2.61,0.62
2020-02-26,801890,27.78,2.14,0.89
2020-02-26,801730,37.08,2.51,0.66
2020-02-26,801710,13.37,1.97,2.04
2020-02-26,801750,72.53,4.79,0.27
2020-02-27,801150,40.1,3.77,0.63
2020-02-27,801120,31.07,6.3,1.33
2020-02-27,801110,16.67,3.27,1.99
2020-02-27,801040,9.23,0.86,4.54
2020-02-27,801050,40.2,2.19,0.62
2020-02-27,801030,22.65,1.98,1.52
2020-02-27,801010,31.48,3.86,1.19
2020-02-27,801160,18.57,1.38,1.88
2020-02-27,801080,54.01,4.33,0.43
2020-02-27,801170,16.5,1.33,1.72
2020-02-27,801180,9.22,1.33,2.87
2020-02-27,801880,21.56,1.76,1.73
2020-02-27,801790,15.74,1.81,1.48
2020-02-27,801780,6.49,0.75,3.54
2020-02-27,801770,46.26,3.19,0.37
2020-02-27,801760,45.84,2.63,0.62
2020-02-27,801750,74.15,4.9,0.27
2020-02-27,801890,28.11,2.17,0.88
2020-02-27,801730,37.24,2.52,0.66
2020-02-27,801710,13.71,2.02,1.99
2020-02-28,801160,17.95,1.33,1.94
2020-02-28,801150,38.93,3.68,0.65
2020-02-28,801120,29.95,6.07,1.38
2020-02-28,801050,37.61,2.05,0.66
2020-02-28,801080,50.48,4.05,0.46
2020-02-28,801040,8.99,0.83,4.68
2020-02-28,801030,21.65,1.89,1.59
2020-02-28,801010,29.92,3.66,1.26
2020-02-28,801170,15.92,1.28,1.79
2020-02-28,801110,16.14,3.17,2.06
2020-02-28,801180,9.05,1.31,2.92
2020-02-28,801880,20.38,1.66,1.84
2020-02-28,801790,15.0,1.73,1.55
2020-02-28,801780,6.32,0.73,3.64
2020-02-28,801770,43.6,3.01,0.4
2020-02-28,801760,43.37,2.48,0.65
2020-02-28,801890,26.77,2.07,0.93
2020-02-28,801730,34.85,2.35,0.7
