date,industry_code,pe_ttm,pb,dividend_yield
2020-02-28,801710,13.29,1.96,2.05
2020-02-28,801750,69.25,4.55,0.29
2020-03-02,801160,18.52,1.37,1.88
2020-03-02,801150,39.78,3.77,0.64
2020-03-02,801120,30.74,6.23,1.35
2020-03-02,801050,38.82,2.12,0.64
2020-03-02,801080,52.2,4.19,0.45
2020-03-02,801040,9.44,0.87,4.46
2020-03-02,801030,22.56,1.97,1.52
2020-03-02,801010,31.23,3.82,1.2
2020-03-02,801170,16.38,1.32,1.73
2020-03-02,801110,16.58,3.25,2.0
2020-03-02,801180,9.46,1.37,2.79
2020-03-02,801880,21.14,1.72,1.76
2020-03-02,801790,15.56,1.79,1.5
2020-03-02,801780,6.44,0.74,3.57
2020-03-02,801760,44.53,2.54,0.63
2020-03-02,801770,46.64,3.22,0.37
2020-03-02,801730,36.2,2.45,0.68
2020-03-02,801890,28.12,2.17,0.88
2020-03-02,801710,14.42,2.12,1.89
2020-03-02,801750,71.26,4.77,0.27
2020-03-03,801160,18.69,1.39,1.86
2020-03-03,801150,40.64,3.85,0.62
2020-03-03,801120,31.19,6.32,1.33
2020-03-03,801010,31.53,3.87,1.19
2020-03-03,801080,52.34,4.2,0.44
2020-03-03,801050,39.15,2.14,0.64
2020-03-03,801040,9.46,0.88,4.44
2020-03-03,801030,22.75,1.99,1.51
2020-03-03,801170,16.5,1.33,1.72
2020-03-03,801110,16.66,3.27,1.99
2020-03-03,801180,9.47,1.37,2.79
2020-03-03,801710,14.4,2.12,1.89
2020-03-03,801890,28.28,2.18,0.88
2020-03-03,801880,21.27,1.73,1.75
2020-03-03,801790,15.63,1.8,1.49
2020-03-03,801770,46.52,3.21,0.37
2020-03-03,801780,6.45,0.74,3.56
2020-03-03,801750,73.13,4.9,0.26
2020-03-03,801730,36.58,2.47,0.67
2020-03-03,801760,44.87,2.56,0.63
2020-03-04,801160,18.91,1.4,1.84
2020-03-04,801150,40.5,3.83,0.63
2020-03-04,801120,31.63,6.41,1.31
2020-03-04,801170,16.71,1.35,1.7
2020-03-04,801080,51.25,4.12,0.45
2020-03-04,801050,39.57,2.16,0.63
2020-03-04,801040,9.6,0.89,4.38
2020-03-04,801030,22.84,1.99,1.5
2020-03-04,801010,32.14,3.95,1.16
2020-03-04,801110,16.61,3.26,2.0
2020-03-04,801180,9.79,1.41,2.7
2020-03-04,801890,28.53,2.2,0.87
2020-03-04,801880,21.3,1.74,1.75
2020-03-04,801790,15.97,1.84,1.46
2020-03-04,801780,6.47,0.74,3.55
2020-03-04,801770,46.33,3.19,0.37
2020-03-04,801760,45.27,2.59,0.62
2020-03-04,801730,36.41,2.42,0.67
2020-03-04,801710,14.71,2.17,1.85
2020-03-04,801750,72.54,4.86,0.27
2020-03-05,801160,19.25,1.43,1.8
2020-03-05,801150,41.4,3.92,0.61
2020-03-05,801120,32.95,6.68,1.26
2020-03-05,801050,40.12,2.19,0.62
2020-03-05,801080,51.79,4.16,0.45
2020-03-05,801040,9.78,0.9,4.3
2020-03-05,801030,23.26,2.03,1.47
2020-03-05,801010,33.77,4.15,1.1
2020-03-05,801170,16.95,1.37,1.67
2020-03-05,801110,17.3,3.39,1.92
2020-03-05,801180,9.87,1.43,2.68
2020-03-05,801880,21.55,1.76,1.73
2020-03-05,801790,16.4,1.89,1.42
2020-03-05,801780,6.64,0.76,3.46
2020-03-05,801770,46.83,3.23,0.37
2020-03-05,801760,46.01,2.63,0.61
2020-03-05,801890,28.85,2.23,0.86
2020-03-05,801730,37.51,2.49,0.65
2020-03-05,801710,14.75,2.17,1.85
2020-03-05,801750,71.92,4.82,0.27
2020-03-06,801150,41.72,3.95,0.61
2020-03-06,801120,32.37,6.56,1.28
2020-03-06,801110,17.01,3.34,1.95
2020-03-06,801040,9.65,0.9,4.34
2020-03-06,801050,39.97,2.18,0.62
2020-03-06,801030,23.38,2.04,1.47
2020-03-06,801010,33.34,4.1,1.12
2020-03-06,801160,19.08,1.41,1.82
2020-03-06,801080,51.47,4.13,0.45
2020-03-06,801170,16.74,1.35,1.69
2020-03-06,801180,9.62,1.39,2.75
2020-03-06,801890,28.77,2.22,0.86
2020-03-06,801880,21.26,1.73,1.75
2020-03-06,801790,15.97,1.84,1.46
2020-03-06,801780,6.54,0.75,3.52
2020-03-06,801770,46.2,3.18,0.37
2020-03-06,801760,45.33,2.59,0.62
2020-03-06,801750,71.02,4.76,0.27
2020-03-06,801730,37.56,2.49,0.65
2020-03-06,801710,14.33,2.11,1.9
2020-03-09,801160,18.66,1.38,1.86
2020-03-09,801150,40.3,3.89,0.62
2020-03-09,801120,31.17,6.32,1.33
2020-03-09,801050,37.84,2.06,0.66
2020-03-09,801080,48.18,3.86,0.48
2020-03-09,801040,9.33,0.87,4.49
2020-03-09,801030,22.64,1.97,1.51
2020-03-09,801010,32.82,4.03,1.13
2020-03-09,801170,16.55,1.34,1.71
2020-03-09,801110,16.51,3.23,2.01
2020-03-09,801890,27.73,2.14,0.89
2020-03-09,801880,20.22,1.65,1.84
2020-03-09,801790,15.46,1.78,1.51
2020-03-09,801780,6.37,0.73,3.61
2020-03-09,801180,9.34,1.35,2.83
2020-03-09,801760,43.16,2.46,0.65
2020-03-09,801770,45.47,3.13,0.38
2020-03-09,801730,36.13,2.43,0.68
2020-03-09,801710,13.79,2.03,1.98
2020-03-09,801750,66.63,4.46,0.29
2020-03-10,801160,18.88,1.4,1.84
2020-03-10,801150,40.2,3.88,0.62
2020-03-10,801120,32.12,6.51,1.29
2020-03-10,801170,16.74,1.35,1.69
2020-03-10,801080,50.72,4.06,0.46
2020-03-10,801050,38.32,2.09,0.65
2020-03-10,801040,9.49,0.88,4.41
2020-03-10,801030,22.83,1.99,1.5
2020-03-10,801010,32.66,4.01,1.14
2020-03-10,801110,16.94,3.32,1.95
2020-03-10,801180,9.47,1.37,2.79
2020-03-10,801890,28.21,2.19,0.87
2020-03-10,801880,20.78,1.69,1.79
2020-03-10,801790,15.84,1.82,1.47
2020-03-10,801780,6.44,0.74,3.57
2020-03-10,801770,48.45,3.34,0.35
2020-03-10,801760,44.56,2.54,0.64
2020-03-10,801730,37.3,2.51,0.66
2020-03-10,801710,14.24,2.09,1.92
2020-03-10,801750,69.76,4.67,0.28
2020-03-11,801150,39.81,3.85,0.62
2020-03-11,801120,32.01,6.49,1.29
2020-03-11,801110,16.66,3.26,1.99
2020-03-11,801040,9.5,0.88,4.41
2020-03-11,801050,37.97,2.08,0.65
2020-03-11,801030,22.4,1.95,1.53
2020-03-11,801010,32.63,4.01,1.14
2020-03-11,801160,18.84,1.4,1.84
2020-03-11,801080,49.26,3.95,0.47
2020-03-11,801170,16.88,1.36,1.67
2020-03-11,801180,9.4,1.36,2.81
2020-03-11,801890,27.81,2.15,0.89
2020-03-11,801880,20.55,1.67,1.81
2020-03-11,801790,15.5,1.78,1.5
2020-03-11,801780,6.38,0.73,3.6
2020-03-11,801760,43.71,2.49,0.65
2020-03-11,801750,68.09,4.56,0.28
2020-03-11,801770,47.62,3.28,0.36
2020-03-11,801730,36.96,2.49,0.66
2020-03-11,801710,13.97,2.05,1.96
2020-03-12,801160,18.6,1.38,1.87
2020-03-12,801150,38.62,3.74,0.64
2020-03-12,801120,31.32,6.35,1.32
2020-03-12,801170,16.54,1.33,1.71
2020-03-12,801080,48.24,3.87,0.48
2020-03-12,801050,36.95,2.02,0.67
2020-03-12,801040,9.5,0.88,4.41
2020-03-12,801030,21.78,1.9,1.57
2020-03-12,801010,31.31,3.85,1.19
2020-03-12,801110,16.25,3.18,2.04
2020-03-12,801180,9.26,1.34,2.85
2020-03-12,801890,27.19,2.1,0.91
2020-03-12,801880,20.18,1.64,1.84
2020-03-12,801790,15.27,1.76,1.53
2020-03-12,801780,6.35,0.73,3.62
2020-03-12,801760,42.92,2.44,0.66
2020-03-12,801770,47.68,3.29,0.36
2020-03-12,801730,36.01,2.43,0.68
2020-03-12,801710,13.69,2.01,1.99
2020-03-12,801750,67.14,4.5,0.29
2020-03-13,801160,18.28,1.35,1.9
2020-03-13,801150,37.8,3.66,0.66
2020-03-13,801120,31.13,6.25,1.34
2020-03-13,801170,16.27,1.31,1.73
2020-03-13,801080,48.11,3.85,0.48
2020-03-13,801050,34.77,1.98,0.69
2020-03-13,801040,9.32,0.87,4.5
2020-03-13,801030,21.35,1.86,1.6
2020-03-13,801010,31.32,3.86,1.19
2020-03-13,801110,15.86,3.1,2.09
2020-03-13,801180,9.15,1.32,2.89
2020-03-13,801880,19.9,1.62,1.87
2020-03-13,801790,15.09,1.74,1.54
2020-03-13,801780,6.29,0.72,3.65
2020-03-13,801770,47.26,3.26,0.36
2020-03-13,801760,42.5,2.42,0.67
2020-03-13,801890,26.78,2.07,0.92
2020-03-13,801730,36.34,2.45,0.68
2020-03-13,801710,13.47,1.98,2.03
2020-03-13,801750,67.41,4.52,0.29
2020-03-16,801150,36.86,3.58,0.67
2020-03-16,801120,29.88,6.0,1.4
2020-03-16,801110,15.16,2.97,2.18
2020-03-16,801040,9.08,0.84,4.61
2020-03-16,801050,33.44,1.9,0.72
2020-03-16,801030,20.55,1.79,1.66
2020-03-16,801010,29.94,3.69,1.24
2020-03-16,801160,17.88,1.32,1.95
2020-03-16,801080,44.55,3.57,0.52
2020-03-16,801170,15.81,1.27,1.79
2020-03-16,801180,8.89,1.29,2.97
2020-03-16,801890,25.53,1.97,0.96
2020-03-16,801880,18.8,1.53,1.98
2020-03-16,801790,14.34,1.64,1.62
2020-03-16,801780,6.1,0.7,3.75
2020-03-16,801760,40.51,2.31,0.7
2020-03-16,801750,63.32,4.24,0.3
2020-03-16,801770,43.43,2.99,0.39
2020-03-16,801730,34.05,2.29,0.72
2020-03-16,801710,12.89,1.9,2.11
2020-03-17,801160,17.86,1.32,1.95
2020-03-17,801150,36.61,3.56,0.68
2020-03-17,801120,29.44,5.91,1.42
2020-03-17,801170,15.66,1.26,1.8
2020-03-17,801080,44.41,3.55,0.52
2020-03-17,801050,32.92,1.87,0.73
2020-03-17,801040,9.01,0.84,4.65
2020-03-17,801030,20.49,1.78,1.67
2020-03-17,801010,29.83,3.67,1.25
2020-03-17,801110,14.86,2.91,2.23
2020-03-17,801180,8.78,1.27,3.01
2020-03-17,801880,18.59,1.52,2.0
2020-03-17,801790,14.36,1.64,1.62
2020-03-17,801780,6.09,0.7,3.76
2020-03-17,801770,42.8,2.95,0.4
2020-03-17,801760,40.78,2.32,0.7
2020-03-17,801890,25.58,1.98,0.96
2020-03-17,801730,34.39,2.32,0.71
2020-03-17,801710,12.82,1.89,2.12
2020-03-17,801750,64.41,4.32,0.3
2020-03-18,801160,17.64,1.31,1.98
2020-03-18,801150,36.29,3.53,0.68
2020-03-18,801120,28.64,5.75,1.45
2020-03-18,801050,31.94,1.84,0.74
2020-03-18,801080,43.63,3.5,0.53
2020-03-18,801040,8.92,0.83,4.69
2020-03-18,801030,20.19,1.76,1.69
2020-03-18,801010,30.15,3.7,1.24
2020-03-18,801170,15.42,1.24,1.83
2020-03-18,801110,14.8,2.9,2.24
2020-03-18,801180,8.41,1.2,3.12
2020-03-18,801880,18.18,1.48,2.04
2020-03-18,801790,13.93,1.59,1.67
2020-03-18,801780,5.94,0.68,3.85
2020-03-18,801770,41.18,2.84,0.42
2020-03-18,801760,39.66,2.28,0.71
2020-03-18,801890,25.05,1.94,0.98
2020-03-18,801730,33.88,2.27,0.72
2020-03-18,801710,12.86,1.89,2.11
2020-03-18,801750,63.35,4.24,0.3
2020-03-19,801150,35.8,3.48,0.69
2020-03-19,801120,28.1,5.64,1.48
2020-03-19,801110,14.44,2.83,2.29
2020-03-19,801040,8.98,0.83,4.68
2020-03-19,801050,31.82,1.83,0.74
2020-03-19,801030,20.32,1.77,1.69
2020-03-19,801010,30.28,3.73,1.29
2020-03-19,801160,17.53,1.3,1.99
2020-03-19,801080,44.7,3.58,0.52
2020-03-19,801170,15.25,1.22,1.87
2020-03-19,801180,8.24,1.18,3.19
2020-03-19,801880,17.95,1.47,2.06
2020-03-19,801790,13.87,1.59,1.68
2020-03-19,801780,5.78,0.66,3.96
2020-03-19,801770,42.99,2.99,0.39
2020-03-19,801760,40.22,2.33,0.7
2020-03-19,801750,64.31,4.31,0.3
2020-03-19,801890,25.09,1.94,0.98
2020-03-19,801730,34.01,2.28,0.72
2020-03-19,801710,12.73,1.89,2.12
2020-03-20,801160,17.76,1.32,1.96
2020-03-20,801150,36.75,3.57,0.67
2020-03-20,801120,29.11,5.84,1.43
2020-03-20,801050,32.37,1.86,0.73
2020-03-20,801080,44.66,3.58,0.52
2020-03-20,801040,8.96,0.84,4.66
2020-03-20,801030,20.54,1.78,1.67
2020-03-20,801010,30.37,3.74,1.28
2020-03-20,801170,15.48,1.24,1.84
2020-03-20,801110,14.58,2.86,2.26
2020-03-20,801180,8.43,1.21,3.11
2020-03-20,801880,18.16,1.49,2.04
2020-03-20,801790,14.06,1.62,1.66
2020-03-20,801780,5.95,0.68,3.84
2020-03-20,801770,43.37,3.01,0.39
2020-03-20,801760,40.86,2.36,0.69
2020-03-20,801890,25.57,1.98,0.96
2020-03-20,801730,34.05,2.28,0.72
2020-03-20,801710,13.22,1.96,2.04
2020-03-20,801750,64.34,4.31,0.3
2020-03-23,801160,17.44,1.29,2.0
2020-03-23,801150,36.66,3.51,0.7
2020-03-23,801120,28.38,5.69,1.46
2020-03-23,801050,30.45,1.78,0.76
2020-03-23,801080,41.43,3.32,0.56
2020-03-23,801040,8.71,0.81,4.79
2020-03-23,801030,19.55,1.7,1.75
2020-03-23,801010,29.35,3.62,1.33
2020-03-23,801170,15.1,1.21,1.87
2020-03-23,801110,13.82,2.72,2.38
2020-03-23,801180,8.09,1.16,3.24
2020-03-23,801880,17.04,1.39,2.17
2020-03-23,801790,13.56,1.55,1.73
2020-03-23,801780,5.79,0.67,3.93
2020-03-23,801760,39.24,2.27,0.71
2020-03-23,801770,42.27,2.94,0.4
2020-03-23,801730,32.27,2.16,0.76
2020-03-23,801890,24.74,1.92,0.99
2020-03-23,801710,12.81,1.88,2.09
2020-03-23,801750,60.88,4.09,0.31
2020-03-24,801160,17.73,1.31,1.97
2020-03-24,801150,37.33,3.57,0.68
2020-03-24,801120,29.53,5.93,1.41
2020-03-24,801010,30.05,3.71,1.29
2020-03-24,801080,42.11,3.36,0.55
2020-03-24,801050,31.39,1.85,0.73
2020-03-24,801040,8.88,0.83,4.7
2020-03-24,801030,19.87,1.73,1.72
2020-03-24,801170,15.41,1.23,1.84
2020-03-24,801110,14.27,2.8,2.31
2020-03-24,801180,8.27,1.18,3.17
2020-03-24,801710,13.18,1.93,2.03
2020-03-24,801890,25.2,1.95,0.98
2020-03-24,801880,17.73,1.45,2.09
2020-03-24,801790,13.92,1.6,1.68
2020-03-24,801770,43.39,3.02,0.39
2020-03-24,801780,5.95,0.68,3.83
2020-03-24,801750,62.23,4.18,0.31
2020-03-24,801730,32.52,2.18,0.75
2020-03-24,801760,39.68,2.29,0.71
2020-03-25,801160,17.93,1.33,1.94
2020-03-25,801150,38.63,3.7,0.66
2020-03-25,801120,30.26,6.07,1.38
2020-03-25,801170,15.84,1.27,1.79
2020-03-25,801080,43.47,3.48,0.53
2020-03-25,801050,32.15,1.9,0.72
2020-03-25,801040,9.02,0.83,4.67
2020-03-25,801030,20.28,1.76,1.68
2020-03-25,801010,30.82,3.81,1.26
2020-03-25,801110,14.77,2.91,2.23
2020-03-25,801180,8.64,1.23,3.04
2020-03-25,801890,25.73,1.99,0.96
2020-03-25,801880,18.6,1.52,2.0
2020-03-25,801790,14.17,1.62,1.65
2020-03-25,801780,6.05,0.7,3.77
2020-03-25,801770,44.12,3.07,0.38
2020-03-25,801760,40.81,2.36,0.69
2020-03-25,801730,33.51,2.25,0.73
2020-03-25,801710,13.37,1.96,2.0
2020-03-25,801750,63.67,4.28,0.3
2020-03-26,801160,17.65,1.31,1.97
2020-03-26,801150,39.45,3.78,0.65
2020-03-26,801120,30.08,6.03,1.38
2020-03-26,801050,31.71,1.88,0.73
2020-03-26,801080,42.27,3.39,0.55
2020-03-26,801040,8.88,0.82,4.74
2020-03-26,801030,20.11,1.74,1.7
2020-03-26,801010,31.15,3.84,1.24
2020-03-26,801170,15.69,1.26,1.81
2020-03-26,801110,14.59,2.87,2.26
2020-03-26,801180,8.55,1.22,3.08
2020-03-26,801880,18.34,1.5,2.03
2020-03-26,801790,13.94,1.6,1.67
2020-03-26,801780,6.08,0.7,3.75
2020-03-26,801770,42.81,2.97,0.39
2020-03-26,801760,40.39,2.33,0.69
2020-03-26,801890,25.33,1.97,0.97
2020-03-26,801730,32.7,2.2,0.74
2020-03-26,801710,13.04,1.92,2.04
2020-03-26,801750,63.4,4.24,0.3
2020-03-27,801150,39.65,3.79,0.65
2020-03-27,801120,30.45,6.11,1.36
2020-03-27,801110,14.63,2.88,2.25
2020-03-27,801040,8.95,0.83,4.7
2020-03-27,801050,31.11,1.87,0.73
2020-03-27,801030,20.17,1.74,1.72
2020-03-27,801010,30.43,3.76,1.27
2020-03-27,801160,17.79,1.32,1.97
2020-03-27,801080,41.72,3.35,0.55
2020-03-27,801170,15.67,1.25,1.81
2020-03-27,801180,8.64,1.23,3.05
2020-03-27,801890,25.58,1.97,0.96
2020-03-27,801880,18.5,1.49,2.02
2020-03-27,801790,13.91,1.6,1.67
2020-03-27,801780,6.1,0.7,3.74
2020-03-27,801770,42.21,2.92,0.4
2020-03-27,801760,39.9,2.3,0.7
2020-03-27,801750,62.27,4.18,0.31
2020-03-27,801730,32.59,2.19,0.75
2020-03-27,801710,13.21,1.94,2.02
2020-03-30,801160,17.64,1.3,1.99
2020-03-30,801150,38.9,3.74,0.64
2020-03-30,801120,30.25,6.07,1.37
2020-03-30,801050,30.15,1.81,0.76
2020-03-30,801080,40.28,3.23,0.57
2020-03-30,801040,8.94,0.82,4.77
2020-03-30,801030,19.44,1.7,1.75
2020-03-30,801010,30.82,3.79,1.25
2020-03-30,801170,15.45,1.23,1.84
2020-03-30,801110,14.33,2.82,2.3
2020-03-30,801890,25.02,1.95,0.98
2020-03-30,801880,18.36,1.48,2.04
2020-03-30,801790,13.7,1.58,1.68
2020-03-30,801780,6.08,0.69,3.73
2020-03-30,801180,8.49,1.21,3.09
2020-03-30,801760,38.43,2.22,0.73
2020-03-30,801770,39.34,2.84,0.42
2020-03-30,801730,32.09,2.16,0.76
2020-03-30,801710,13.14,1.93,2.03
2020-03-30,801750,59.16,3.99,0.31
2020-03-31,801160,17.98,1.3,1.98
2020-03-31,801150,39.05,3.73,0.63
2020-03-31,801120,30.98,6.28,1.31
2020-03-31,801170,15.5,1.25,1.81
2020-03-31,801080,40.6,3.21,0.57
2020-03-31,801050,30.47,1.83,0.75
2020-03-31,801040,9.03,0.81,4.77
2020-03-31,801030,19.26,1.71,1.75
2020-03-31,801010,32.78,4.03,1.17
2020-03-31,801110,14.45,2.83,2.29
2020-03-31,801180,8.42,1.2,3.11
2020-03-31,801890,24.81,1.92,1.0
2020-03-31,801880,18.55,1.48,2.03
2020-03-31,801790,13.6,1.58,1.68
2020-03-31,801780,6.0,0.68,3.77
2020-03-31,801770,38.94,2.81,0.42
2020-03-31,801760,38.3,2.21,0.73
2020-03-31,801730,31.64,2.14,0.77
2020-03-31,801710,13.02,1.92,2.04
2020-03-31,801750,57.53,3.98,0.32
2020-04-01,801150,38.4,3.67,0.64
2020-04-01,801120,30.68,6.22,1.32
2020-04-01,801110,14.47,2.84,2.29
2020-04-01,801040,8.96,0.81,4.8
2020-04-01,801050,30.79,1.85,0.74
2020-04-01,801030,19.92,1.73,1.71
2020-04-01,801010,30.96,3.94,1.19
2020-04-01,801160,18.08,1.29,2.01
2020-04-01,801080,41.28,3.26,0.57
2020-04-01,801170,15.34,1.24,1.83
2020-04-01,801180,8.46,1.2,3.1
2020-04-01,801890,24.72,1.91,1.01
2020-04-01,801880,18.38,1.47,2.05
2020-04-01,801790,13.57,1.58,1.69
2020-04-01,801780,6.0,0.68,3.77
2020-04-01,801760,38.06,2.2,0.73
2020-04-01,801750,57.37,3.97,0.32
2020-04-01,801770,38.58,2.78,0.42
2020-04-01,801730,32.04,2.15,0.76
2020-04-01,801710,12.94,1.91,2.06
2020-04-02,801160,18.26,1.3,1.98
2020-04-02,801150,38.79,3.71,0.63
2020-04-02,801120,31.23,6.33,1.3
2020-04-02,801170,15.5,1.25,1.81
2020-04-02,801080,43.63,3.45,0.54
2020-04-02,801050,31.1,1.87,0.73
2020-04-02,801040,9.13,0.82,4.72
2020-04-02,801030,20.51,1.77,1.67
2020-04-02,801010,30.63,3.9,1.2
2020-04-02,801110,14.64,2.87,2.27
2020-04-02,801180,8.54,1.21,3.07
2020-04-02,801890,25.18,1.95,0.98
2020-04-02,801880,18.56,1.48,2.03
2020-04-02,801790,13.76,1.61,1.66
2020-04-02,801780,6.04,0.68,3.75
2020-04-02,801760,38.38,2.25,0.72
2020-04-02,801770,40.11,2.89,0.41
2020-04-02,801730,32.91,2.21,0.74
2020-04-02,801710,13.02,1.91,2.05
2020-04-02,801750,59.58,4.13,0.31
2020-04-03,801160,18.18,1.29,1.99
2020-04-03,801150,39.26,3.75,0.62
2020-04-03,801110,14.52,2.85,2.28
2020-04-03,801170,15.35,1.25,1.81
2020-04-03,801050,30.77,1.85,0.74
2020-04-03,801040,9.07,0.82,4.74
2020-04-03,801030,20.39,1.76,1.66
2020-04-03,801010,31.13,3.97,1.18
2020-04-03,801080,43.16,3.41,0.54
2020-04-03,801180,8.53,1.21,3.07
2020-04-03,801120,31.25,6.33,1.27
2020-04-03,801880,18.4,1.47,2.05
2020-04-03,801790,13.58,1.59,1.68
2020-04-03,801780,6.0,0.68,3.77
2020-04-03,801770,39.24,2.83,0.41
2020-04-03,801760,37.91,2.22,0.73
2020-04-03,801750,58.61,4.06,0.32
2020-04-03,801890,25.05,1.94,0.99
2020-04-03,801730,32.33,2.17,0.75
2020-04-03,801710,12.93,1.9,2.06
2020-04-07,801160,18.47,1.31,1.96
2020-04-07,801150,40.4,3.86,0.6
2020-04-07,801120,32.19,6.52,1.23
2020-04-07,801050,31.92,1.92,0.71
2020-04-07,801080,44.47,3.51,0.53
2020-04-07,801040,9.24,0.84,4.69
2020-04-07,801030,21.05,1.81,1.61
2020-04-07,801010,32.35,4.19,1.14
2020-04-07,801170,15.62,1.28,1.79
2020-04-07,801110,14.77,2.89,2.25
2020-04-07,801180,8.66,1.23,3.03
2020-04-07,801890,25.96,2.01,0.95
2020-04-07,801880,18.87,1.5,1.99
2020-04-07,801790,13.82,1.62,1.67
2020-04-07,801780,6.08,0.69,3.73
2020-04-07,801770,40.37,2.91,0.4
2020-04-07,801760,39.13,2.29,0.7
2020-04-07,801730,33.33,2.24,0.73
2020-04-07,801710,13.6,2.0,1.96
2020-04-07,801750,61.13,4.23,0.31
2020-04-08,801160,18.51,1.31,1.95
2020-04-08,801120,32.14,6.51,0.99
2020-04-08,801110,14.6,2.86,2.27
2020-04-08,801040,9.31,0.84,4.67
2020-04-08,801050,31.93,1.92,0.71
2020-04-08,801170,15.66,1.28,1.78
2020-04-08,801030,21.11,1.82,1.61
2020-04-08,801010,31.71,4.11,1.16
2020-04-08,801080,44.72,3.53,0.53
2020-04-08,801180,8.6,1.22,3.04
2020-04-08,801150,40.5,3.86,0.6
2020-04-08,801890,25.95,2.01,0.95
2020-04-08,801790,13.73,1.61,1.68
2020-04-08,801780,6.01,0.69,3.73
2020-04-08,801770,40.74,2.94,0.4
2020-04-08,801760,39.23,2.3,0.7
2020-04-08,801880,18.81,1.5,2.0
2020-04-08,801730,33.14,2.23,0.74
2020-04-08,801710,13.61,2.0,1.96
2020-04-08,801750,61.17,4.24,0.31
2020-04-09,801160,18.56,1.32,1.95
2020-04-09,801120,32.31,6.55,0.98
2020-04-09,801110,14.62,2.86,2.27
2020-04-09,801040,9.33,0.85,4.66
2020-04-09,801050,31.85,1.92,0.71
2020-04-09,801030,21.16,1.82,1.6
2020-04-09,801010,31.83,4.13,1.15
2020-04-09,801170,15.71,1.28,1.78
2020-04-09,801080,44.42,3.51,0.53
2020-04-09,801180,8.58,1.22,3.05
2020-04-09,801150,41.06,3.89,0.6
2020-04-09,801880,19.08,1.51,1.98
2020-04-09,801790,13.81,1.62,1.67
2020-04-09,801780,6.02,0.69,3.73
2020-04-09,801770,41.24,2.96,0.39
2020-04-09,801760,40.1,2.38,0.67
2020-04-09,801750,62.23,4.31,0.31
2020-04-09,801730,33.15,2.23,0.74
2020-04-09,801890,26.0,2.01,0.95
2020-04-09,801710,13.68,2.01,1.95
2020-04-10,801170,15.8,1.27,1.79
2020-04-10,801160,18.34,1.3,1.97
2020-04-10,801150,40.48,3.83,0.6
2020-04-10,801080,43.03,3.37,0.55
2020-04-10,801110,14.85,2.91,2.23
2020-04-10,801050,30.94,1.89,0.72
2020-04-10,801040,9.3,0.84,4.68
2020-04-10,801030,20.78,1.79,1.63
2020-04-10,801180,8.54,1.21,3.06
2020-04-10,801120,32.36,6.56,0.98
2020-04-10,801010,31.57,4.09,1.16
2020-04-10,801890,25.46,1.98,0.96
2020-04-10,801880,18.7,1.48,2.02
2020-04-10,801790,13.78,1.62,1.67
2020-04-10,801770,39.45,2.83,0.41
2020-04-10,801780,6.01,0.68,3.74
2020-04-10,801750,59.74,4.14,0.32
2020-04-10,801730,32.38,2.18,0.75
2020-04-10,801710,13.45,1.98,1.98
2020-04-10,801760,38.47,2.32,0.69
2020-04-13,801120,32.24,6.53,0.98
2020-04-13,801160,18.28,1.3,1.97
2020-04-13,801110,15.12,2.97,2.19
2020-04-13,801170,15.64,1.26,1.81
2020-04-13,801050,30.54,1.88,0.73
2020-04-13,801040,9.34,0.85,4.66
2020-04-13,801030,20.83,1.8,1.63
2020-04-13,801010,30.66,3.99,1.19
2020-04-13,801080,41.95,3.29,0.56
2020-04-13,801180,8.53,1.21,3.07
2020-04-13,801150,40.89,3.86,0.59
2020-04-13,801880,18.58,1.47,2.04
2020-04-13,801790,13.64,1.6,1.69
2020-04-13,801780,5.97,0.68,3.76
2020-04-13,801770,38.41,2.76,0.42
2020-04-13,801760,37.8,2.28,0.71
2020-04-13,801750,57.61,4.03,0.33
2020-04-13,801730,31.78,2.14,0.76
2020-04-13,801890,25.66,1.99,0.96
2020-04-13,801710,13.72,2.02,1.94
2020-04-14,801160,18.47,1.32,1.95
2020-04-14,801120,32.83,6.66,0.99
2020-04-14,801050,31.54,1.94,0.7
2020-04-14,801080,43.37,3.4,0.54
2020-04-14,801170,15.81,1.27,1.79
2020-04-14,801040,9.49,0.85,4.56
2020-04-14,801030,21.18,1.83,1.6
2020-04-14,801010,31.18,4.06,1.17
2020-04-14,801110,15.25,2.99,2.17
2020-04-14,801180,8.68,1.24,3.01
2020-04-14,801150,41.62,3.92,0.58
2020-04-14,801890,26.02,2.02,0.95
2020-04-14,801880,19.53,1.5,2.0
2020-04-14,801790,13.92,1.63,1.65
2020-04-14,801780,6.04,0.68,3.72
2020-04-14,801770,40.07,2.7,0.44
2020-04-14,801760,38.97,2.35,0.68
2020-04-14,801730,32.81,2.23,0.74
2020-04-14,801710,13.88,2.04,1.92
2020-04-14,801750,59.61,4.15,0.32
2020-04-15,801170,15.76,1.27,1.8
2020-04-15,801160,18.41,1.31,1.96
2020-04-15,801150,41.59,3.94,0.58
2020-04-15,801080,43.38,3.42,0.54
2020-04-15,801110,14.96,2.94,2.21
2020-04-15,801050,31.22,1.92,0.71
2020-04-15,801040,9.44,0.85,4.6
2020-04-15,801030,20.96,1.81,1.61
2020-04-15,801180,8.57,1.22,3.05
2020-04-15,801120,32.67,6.64,0.99
2020-04-15,801010,30.71,4.0,1.18
2020-04-15,801890,25.68,2.0,0.96
2020-04-15,801880,19.4,1.49,2.01
