event_date,industry_code,event_type,real_dir,final_dir,prob_up,confidence,abstain,weight_a,threshold,dir_correct,committed_dir_correct
2023-06-15,801780,monetary_policy,-,-,0.4237344859305366,0.15253102813892683,True,0.8,0.2,True,False
2023-06-15,801790,monetary_policy,-,+,0.503891004465311,0.007782008930621975,True,0.8,0.2,False,False
2023-06-20,801780,monetary_policy,+,-,0.39359880341997355,0.2128023931600529,False,0.8,0.2,False,False
2023-06-20,801790,monetary_policy,-,-,0.49887882392588545,0.0022423521482290987,True,0.8,0.2,True,False
2023-06-20,801180,monetary_policy,-,-,0.4163703003245207,0.16725939935095857,True,0.8,0.2,True,False
2023-06-20,801710,monetary_policy,-,+,0.5000657299297747,0.00013145985954943207,True,0.8,0.2,False,False
2023-06-21,801730,industry_policy,+,+,0.5087393948931547,0.017478789786309346,True,0.8,0.2,True,False
2023-06-21,801160,industry_policy,+,-,0.3484744040128487,0.30305119197430264,False,0.8,0.2,False,False
2023-06-21,801880,industry_policy,+,+,0.5626334050848443,0.12526681016968855,True,0.8,0.2,True,False
2023-06-21,801050,industry_policy,+,+,0.5028845398693106,0.0057690797386211745,True,0.8,0.2,True,False
2023-07-03,801030,geopolitical,+,+,0.6795347175691134,0.35906943513822687,False,0.8,0.2,True,True
2023-07-03,801080,geopolitical,+,+,0.5712135120626335,0.14242702412526698,True,0.8,0.2,True,False
2023-07-03,801880,geopolitical,+,+,0.6691663577491163,0.3383327154982325,False,0.8,0.2,True,True
2023-07-03,801110,geopolitical,-,+,0.7017209257178741,0.4034418514357483,False,0.8,0.2,False,False
2023-07-03,801890,geopolitical,-,+,0.6255552271353534,0.2511104542707068,False,0.8,0.2,False,False
2023-07-03,801050,geopolitical,+,+,0.6110595192939836,0.22211903858796722,False,0.8,0.2,True,True
2023-07-21,801710,industry_policy,+,+,0.5546224046343324,0.10924480926866487,True,0.8,0.2,True,False
2023-07-21,801780,industry_policy,+,+,0.508471509478928,0.016943018957856104,True,0.8,0.2,True,False
2023-07-21,801180,industry_policy,+,+,0.5793145201767959,0.1586290403535917,True,0.8,0.2,True,False
2023-07-24,801750,capital_market_policy,-,-,0.4949053833794147,0.010189233241170603,True,0.8,0.2,True,False
2023-07-24,801760,capital_market_policy,-,-,0.4644794813997205,0.07104103720055899,True,0.8,0.2,True,False
2023-07-24,801790,capital_market_policy,+,+,0.6157153794540848,0.23143075890816966,False,0.8,0.2,True,True
2023-07-24,801780,capital_market_policy,+,-,0.4820788093176362,0.035842381364727616,True,0.8,0.2,False,False
2023-08-09,801750,geopolitical,-,-,0.42570655363002485,0.1485868927399503,True,0.8,0.2,True,False
2023-08-09,801770,geopolitical,-,-,0.4401796753006112,0.11964064939877761,True,0.8,0.2,True,False
2023-08-09,801080,geopolitical,-,-,0.40314682553705944,0.19370634892588112,True,0.8,0.2,True,False
2023-08-15,801780,monetary_policy,+,-,0.4303249164971571,0.1393501670056858,True,0.8,0.2,False,False
2023-08-15,801790,monetary_policy,+,+,0.57234532067508,0.14469064135016008,True,0.8,0.2,True,False
2023-08-15,801180,monetary_policy,+,-,0.4512400206698112,0.09751995866037755,True,0.8,0.2,False,False
2023-08-15,801710,monetary_policy,+,-,0.47518304888306423,0.04963390223387154,True,0.8,0.2,False,False
2023-08-21,801780,monetary_policy,+,+,0.5288813138017714,0.05776262760354278,True,0.8,0.2,True,False
2023-08-21,801790,monetary_policy,+,+,0.6387295593426354,0.27745911868527084,False,0.8,0.2,True,True
2023-08-25,801710,industry_policy,+,-,0.37889767068541913,0.24220465862916174,False,0.8,0.2,False,False
2023-08-25,801780,industry_policy,-,-,0.42226829564482726,0.15546340871034547,True,0.8,0.2,True,False
2023-08-25,801180,industry_policy,+,-,0.3831407434722683,0.23371851305546343,False,0.8,0.2,False,False
2023-08-27,801790,capital_market_policy,-,-,0.4216950107761442,0.15660997844771163,True,0.8,0.2,True,False
2023-08-27,801780,capital_market_policy,-,-,0.383170760488014,0.23365847902397197,False,0.8,0.2,True,True
2023-09-01,801790,capital_market_policy,+,-,0.4629917361024781,0.07401652779504375,True,0.8,0.2,False,False
2023-09-01,801780,capital_market_policy,+,-,0.42766876269962845,0.1446624746007431,True,0.8,0.2,False,False
2023-09-01,801750,capital_market_policy,-,+,0.5033033589964753,0.006606717992950539,True,0.8,0.2,False,False
2023-09-15,801180,monetary_policy,-,-,0.25564133248036414,0.4887173350392717,False,0.8,0.2,True,True
2023-09-15,801780,monetary_policy,+,-,0.39199855053569005,0.2160028989286199,False,0.8,0.2,False,False
2023-09-15,801790,monetary_policy,+,-,0.4038728541662884,0.19225429166742325,True,0.8,0.2,False,False
2023-10-07,801040,geopolitical,+,-,0.40619208309150756,0.18761583381698488,True,0.8,0.2,False,False
2023-10-07,801030,geopolitical,-,-,0.43855831584513316,0.12288336830973368,True,0.8,0.2,True,False
