event_date,event_type,industry_code,real_dir,final_dir,prob_up,confidence,abstain,dir_correct,committed_dir_correct,real_CAR
2020-12-31,capital_market_policy,801790,-,-,0.36356668138576,0.27286663722848004,False,True,True,-0.040732
2020-12-31,capital_market_policy,801750,-,-,0.44666595596371383,0.10666808807257233,True,True,False,-0.059735
2021-02-07,industry_policy,801750,+,+,0.517153108244193,0.034306216488386054,True,True,False,0.048968
2021-02-07,industry_policy,801760,+,+,0.542795167961732,0.08559033592346399,True,True,False,0.026054
2021-04-10,industry_policy,801760,+,+,0.79730646560904,0.5946129312180799,False,True,True,0.001891
2021-04-10,industry_policy,801750,+,+,0.8005854451063206,0.6011708902126411,False,True,True,0.025236
2021-06-23,industry_policy,801150,-,+,0.5584497977567049,0.11689959551340978,False,False,False,-0.00406
2021-07-09,monetary_policy,801780,-,-,0.26113373554802155,0.4777325289039569,False,True,True,-0.014248
2021-07-09,monetary_policy,801790,+,-,0.3463783329483269,0.30724333410334626,False,False,False,0.004619
2021-07-09,monetary_policy,801180,-,-,0.2869764402758963,0.4260471194482074,False,True,True,-0.019353
2021-07-26,industry_policy,801760,-,+,0.7032555013170468,0.4065110026340937,False,False,False,-0.01686
2021-09-02,capital_market_policy,801750,+,+,0.5209238622547765,0.041847724509552986,True,True,False,0.002422
2021-09-02,capital_market_policy,801790,+,-,0.4786986941910949,0.042602611617810204,True,False,False,0.018625
2021-09-02,capital_market_policy,801780,+,-,0.4010207401638501,0.19795851967229983,False,False,False,0.0032
2021-10-08,industry_policy,801760,+,+,0.8261114130650307,0.6522228261300613,False,True,True,0.019664
2021-10-08,industry_policy,801750,+,+,0.8529961690340451,0.7059923380680901,False,True,True,0.017407
2021-11-26,industry_policy,801150,-,+,0.5893419437134276,0.17868388742685526,True,False,False,-0.01842
2021-12-03,industry_policy,801150,-,+,0.5925767655580593,0.18515353111611854,True,False,False,-0.025461
2021-12-06,monetary_policy,801790,+,-,0.07667225032065159,0.8466554993586968,False,False,False,0.004962
2021-12-06,monetary_policy,801780,-,-,0.05891051430547903,0.882178971389042,False,True,True,-0.022146
2021-12-06,monetary_policy,801180,-,-,0.07614851580098392,0.8477029683980322,False,True,True,-0.022505
2021-12-20,monetary_policy,801790,-,+,0.7198665780078857,0.43973315601577134,False,False,False,-0.007883
2021-12-20,monetary_policy,801780,-,-,0.27919427798913304,0.4416114440217339,False,True,True,-0.006363
2022-01-17,monetary_policy,801790,+,-,0.3888137897803349,0.22237242043933025,False,False,False,0.006263
2022-01-17,monetary_policy,801180,+,-,0.2288625304771,0.5422749390457999,False,False,False,0.018132
2022-01-17,monetary_policy,801780,+,-,0.22035654982595412,0.5592869003480918,False,False,False,0.029316
2022-01-20,monetary_policy,801780,+,-,0.14564308219437233,0.7087138356112553,False,False,False,0.029385
2022-01-20,monetary_policy,801790,+,-,0.39287622069070305,0.2142475586185939,False,False,False,0.003165
2022-01-20,monetary_policy,801180,-,-,0.13840030954935253,0.7231993809012949,False,True,True,-0.020592
2022-01-20,monetary_policy,801710,-,-,0.13682210760456914,0.7263557847908617,False,True,True,-0.040695
2022-01-24,monetary_policy,801780,+,-,0.19920637639783778,0.6015872472043244,False,False,False,0.024658
2022-01-24,monetary_policy,801790,-,-,0.27841481464983453,0.44317037070033094,False,True,True,-0.001646
2022-01-24,monetary_policy,801180,+,-,0.17592206876867664,0.6481558624626467,False,False,False,0.004332
2022-04-15,monetary_policy,801180,-,-,0.06297424375769281,0.8740515124846144,False,True,True,-0.011641
2022-04-15,monetary_policy,801780,+,-,0.137508638543508,0.7249827229129839,False,False,False,0.025073
2022-04-15,monetary_policy,801790,+,-,0.19598659176507535,0.6080268164698492,False,False,False,0.004824
2022-04-25,monetary_policy,801780,-,-,0.3875464398102646,0.2249071203794708,False,True,True,-0.032975
2022-04-25,monetary_policy,801790,-,+,0.5338419498513584,0.06768389970271671,True,False,False,-0.045323
2022-04-25,monetary_policy,801180,-,-,0.24758675448002876,0.5048264910399425,False,True,True,-0.038942
2022-05-20,monetary_policy,801710,-,-,0.298550550983619,0.402898898032762,False,True,True,-0.003947
2022-05-20,monetary_policy,801180,-,-,0.19626463547441458,0.6074707290511708,False,True,True,-0.046473
2022-08-15,monetary_policy,801790,-,-,0.17533834979635626,0.6493233004072875,False,True,True,-0.006747
2022-08-15,monetary_policy,801180,+,-,0.13543664172293926,0.7291267165541215,False,False,False,0.039362
2022-08-15,monetary_policy,801780,-,-,0.27325712105234007,0.45348575789531986,False,True,True,-0.008638
2022-08-22,monetary_policy,801780,+,+,0.6423520500491692,0.28470410009833835,False,True,True,0.005133
2022-08-22,monetary_policy,801790,+,+,0.7176428744547804,0.43528574890956073,False,True,True,0.017386
2022-08-22,monetary_policy,801180,-,-,0.3849056149141522,0.2301887701716956,False,True,True,-0.013031
2022-08-22,monetary_policy,801710,-,-,0.41669534658263785,0.1666093068347243,False,True,True,-0.02968
2022-09-05,monetary_policy,801780,+,-,0.44253587632156144,0.11492824735687712,False,False,False,0.003115
2022-09-05,monetary_policy,801790,+,+,0.5353991535952158,0.07079830719043168,True,True,False,0.005172
2022-09-05,monetary_policy,801180,+,-,0.20248107785862024,0.5950378442827595,False,False,False,0.031812
2022-10-07,geopolitical,801880,+,+,0.5476647677208734,0.09532953544174672,True,True,False,0.02913
2022-10-07,geopolitical,801080,+,+,0.7025282906565595,0.40505658131311906,False,True,True,0.032727
2022-10-07,geopolitical,801110,-,+,0.8113750253032707,0.6227500506065413,False,False,False,-0.019249
2022-10-07,geopolitical,801890,+,+,0.6481513838885048,0.2963027677770096,False,True,True,0.074072
2022-10-07,geopolitical,801750,+,+,0.7701690016280726,0.5403380032561451,False,True,True,0.080184
2022-10-07,geopolitical,801770,+,+,0.7737899214375631,0.5475798428751262,False,True,True,0.051686
2022-10-07,geopolitical,801030,+,+,0.8317778345622379,0.6635556691244757,False,True,True,0.031977
2022-11-25,monetary_policy,801180,+,-,0.06249079923289094,0.8750184015342182,False,False,False,0.052558
2022-11-25,monetary_policy,801710,+,-,0.1830552428880561,0.6338895142238878,False,False,False,0.003928
2022-11-25,monetary_policy,801780,+,-,0.35041462501856335,0.2991707499628733,False,False,False,0.003452
2022-11-25,monetary_policy,801790,+,-,0.35263731917914726,0.2947253616417055,False,False,False,0.012493
2022-11-28,industry_policy,801710,+,-,0.3632926308625095,0.273414738274981,True,False,False,0.002945
2022-11-28,industry_policy,801180,-,-,0.3077411582743784,0.38451768345124315,False,True,True,-0.000644
2022-11-28,industry_policy,801780,-,-,0.4409524634736725,0.11809507305265499,True,True,False,-0.006354
2023-02-01,capital_market_policy,801790,-,+,0.5396312250863742,0.07926245017274836,True,False,False,-0.008788
2023-02-01,capital_market_policy,801780,-,+,0.5762446396667041,0.15248927933340828,False,False,False,-0.009393
2023-02-01,capital_market_policy,801750,+,+,0.5983189386788375,0.1966378773576749,False,True,True,0.059277
2023-02-17,capital_market_policy,801790,+,-,0.13101225900951413,0.7379754819809717,False,False,False,0.008809
2023-02-17,capital_market_policy,801780,+,-,0.11475088171137342,0.7704982365772531,False,False,False,0.012383
2023-02-17,capital_market_policy,801750,-,-,0.2653817707772415,0.469236458445517,False,True,True,-0.011665
2023-03-17,monetary_policy,801180,-,-,0.13047505851797853,0.739049882964043,False,True,True,-0.011634
2023-03-17,monetary_policy,801790,+,-,0.24659729113358933,0.5068054177328214,False,False,False,0.000899
2023-03-17,monetary_policy,801780,-,-,0.31045013490558254,0.3790997301888349,False,True,True,-0.023531
2023-05-21,geopolitical,801080,+,+,0.6484386518790618,0.2968773037581236,False,True,True,0.031436
2023-05-21,geopolitical,801750,+,+,0.6084852210483611,0.21697044209672223,True,True,False,0.01449
2023-05-21,geopolitical,801770,+,+,0.7660180183298397,0.5320360366596795,False,True,True,0.045626
2023-06-13,monetary_policy,801780,-,-,0.27506217175142667,0.44987565649714667,False,True,True,-0.054936
2023-06-13,monetary_policy,801790,-,-,0.4212272315432041,0.15754553691359185,False,True,True,-0.029759
2023-06-13,monetary_policy,801180,-,-,0.11842332371996195,0.7631533525600761,False,True,True,-0.053735
2023-06-15,monetary_policy,801180,-,-,0.1950624372715955,0.609875125456809,False,True,True,-0.040061
2023-06-15,monetary_policy,801780,-,-,0.3148830007228866,0.3702339985542268,False,True,True,-0.0257
2023-06-15,monetary_policy,801790,-,-,0.37624247102162867,0.24751505795674267,False,True,True,-0.028583
2023-06-20,monetary_policy,801780,+,-,0.27356541567896125,0.4528691686420775,False,False,False,0.006226
2023-06-20,monetary_policy,801790,-,+,0.5012718241262305,0.002543648252461006,True,False,False,-0.009731
2023-06-20,monetary_policy,801180,-,-,0.31397372772536797,0.37205254454926406,False,True,True,-0.000245
2023-06-20,monetary_policy,801710,-,-,0.3789864176501541,0.24202716469969177,False,True,True,-0.01003
2023-06-21,industry_policy,801730,+,-,0.4873544393919033,0.02529112121619337,True,False,False,0.038536
2023-06-21,industry_policy,801160,+,-,0.210787930270624,0.5784241394587519,False,False,False,0.047139
2023-06-21,industry_policy,801880,+,-,0.4400967968735165,0.11980640625296701,True,False,False,0.032289
2023-06-21,industry_policy,801050,+,-,0.46383357854934903,0.07233284290130193,True,False,False,0.011856
2023-07-03,geopolitical,801030,+,+,0.8295060453261531,0.6590120906523063,False,True,True,0.004753
2023-07-03,geopolitical,801080,+,+,0.6731000771032822,0.34620015420656447,False,True,True,0.001228
2023-07-03,geopolitical,801880,+,+,0.7841193471002291,0.5682386942004582,False,True,True,0.018994
2023-07-03,geopolitical,801110,-,+,0.8454214307860047,0.6908428615720095,False,False,False,-0.02663
2023-07-03,geopolitical,801890,-,+,0.7126072975336609,0.42521459506732184,False,False,False,-0.015626
2023-07-03,geopolitical,801050,+,+,0.8350122130135936,0.6700244260271873,False,True,True,0.022423
2023-07-21,industry_policy,801710,+,-,0.4441685211876128,0.1116629576247744,True,False,False,0.024725
2023-07-21,industry_policy,801780,+,+,0.6050522388047685,0.2101044776095371,True,True,False,0.017932
2023-07-21,industry_policy,801180,+,-,0.38509299533891006,0.22981400932217988,False,False,False,0.071235
2023-07-24,capital_market_policy,801750,-,-,0.28693178828192084,0.4261364234361583,False,True,True,-0.024142
2023-07-24,capital_market_policy,801760,-,-,0.25670369726063846,0.4865926054787231,False,True,True,-0.053839
2023-07-24,capital_market_policy,801790,+,+,0.5379210667748223,0.07584213354964464,True,True,False,0.072335
2023-07-24,capital_market_policy,801780,+,-,0.3438574076289813,0.31228518474203737,False,False,False,0.021393
2023-08-09,geopolitical,801750,-,+,0.5815142998639914,0.16302859972798278,True,False,False,-0.014792
2023-08-09,geopolitical,801770,-,+,0.5830448772397175,0.16608975447943508,True,False,False,-0.015996
2023-08-09,geopolitical,801080,-,+,0.558561214229954,0.11712242845990795,True,False,False,-0.0315
2023-08-15,monetary_policy,801780,+,-,0.36137713403185473,0.27724573193629054,False,False,False,0.025323
2023-08-15,monetary_policy,801790,+,-,0.4578438005600646,0.08431239887987085,True,False,False,0.00605
2023-08-15,monetary_policy,801180,+,-,0.27395976968519004,0.45208046062961993,False,False,False,0.003881
2023-08-15,monetary_policy,801710,+,-,0.29844518767047373,0.40310962465905253,False,False,False,0.021268
2023-08-21,monetary_policy,801780,+,+,0.6691624282840759,0.3383248565681518,False,True,True,0.019955
2023-08-21,monetary_policy,801790,+,+,0.7537648506185607,0.5075297012371214,False,True,True,0.006448
2023-08-25,industry_policy,801710,+,-,0.28416204733350614,0.4316759053329877,False,False,False,0.021813
2023-08-25,industry_policy,801780,-,-,0.4194363092625696,0.16112738147486083,True,True,False,-0.013219
2023-08-25,industry_policy,801180,+,-,0.2877641722282831,0.4244716555434338,False,False,False,0.011579
2023-08-27,capital_market_policy,801790,-,-,0.3744932778821002,0.25101344423579963,False,True,True,-0.024251
2023-08-27,capital_market_policy,801780,-,-,0.38569342064322704,0.22861315871354593,False,True,True,-0.021008
2023-09-01,capital_market_policy,801790,+,-,0.45139128503707027,0.09721742992585947,True,False,False,0.012669
2023-09-01,capital_market_policy,801780,+,-,0.4552888646141385,0.08942227077172304,False,False,False,0.012026
2023-09-01,capital_market_policy,801750,-,-,0.4853641699005981,0.029271660198803784,True,True,False,-0.010507
2023-09-15,monetary_policy,801180,-,-,0.08913303571577193,0.8217339285684562,False,True,True,-0.003677
2023-09-15,monetary_policy,801780,+,-,0.32899693498976773,0.34200613002046454,False,False,False,0.008722
2023-09-15,monetary_policy,801790,+,-,0.30820891314915905,0.3835821737016819,False,False,False,0.013835
2023-10-07,geopolitical,801040,+,+,0.5041098555985143,0.008219711197028579,True,True,False,0.003863
2023-10-07,geopolitical,801030,-,+,0.5577720920722036,0.11554418414440715,True,False,False,-0.000342
2023-10-17,geopolitical,801080,-,+,0.5265753698610391,0.05315073972207829,True,False,False,-0.002796
2023-10-17,geopolitical,801880,-,+,0.663868725488948,0.3277374509778961,False,False,False,-0.003749
2023-10-17,geopolitical,801110,+,+,0.6308347595012724,0.26166951900254487,False,True,True,0.007465
2023-10-17,geopolitical,801890,-,+,0.532891256897037,0.06578251379407396,True,False,False,-0.014228
2023-10-17,geopolitical,801750,-,-,0.4870502505115507,0.025899498976898583,True,True,False,-0.032997
2023-10-17,geopolitical,801770,-,+,0.6160569189421813,0.23211383788436257,True,False,False,-0.045323
2023-10-17,geopolitical,801030,+,+,0.5354614343290974,0.07092286865819486,True,True,False,0.001745
2023-10-20,geopolitical,801030,+,-,0.47666356740048055,0.046672865199038904,True,False,False,0.016592
2023-10-20,geopolitical,801050,+,+,0.5353213512777386,0.07064270255547722,True,True,False,0.012059
2023-10-20,geopolitical,801890,+,+,0.5410588439442009,0.08211768788840179,True,True,False,0.001649
2023-10-20,geopolitical,801880,+,+,0.5791940509829191,0.1583881019658382,True,True,False,0.024832
2023-10-20,geopolitical,801080,-,-,0.4907686581736922,0.018462683652615608,True,True,False,-0.010182
2023-10-20,geopolitical,801110,-,+,0.5709595976770219,0.14191919535404374,True,False,False,-0.002455
2023-10-31,industry_policy,801180,+,-,0.27874225913694217,0.44251548172611566,False,False,False,0.004878
2023-10-31,industry_policy,801780,-,-,0.4485668749162111,0.10286625016757778,True,True,False,-0.005589
2023-10-31,industry_policy,801790,+,-,0.2913835401446743,0.41723291971065135,False,False,False,0.022559
2024-01-24,monetary_policy,801180,+,-,0.15461262794160116,0.6907747441167977,False,False,False,0.030768
2024-01-24,monetary_policy,801710,+,-,0.3202484470319654,0.35950310593606916,False,False,False,0.007479
2024-01-24,monetary_policy,801780,+,+,0.6361941821636221,0.2723883643272442,False,True,True,0.052112
2024-01-24,monetary_policy,801790,+,-,0.32331241886918055,0.3533751622616389,False,False,False,0.029548
2024-02-05,market_event,801790,-,+,0.6325411212453045,0.26508224249060897,False,False,False,-0.012597
2024-02-05,market_event,801780,-,+,0.7196096302848742,0.43921926056974847,False,False,False,-0.034132
2024-02-05,market_event,801750,+,+,0.5799987896442665,0.1599975792885331,False,True,True,0.034151
2024-02-05,market_event,801080,+,+,0.5007919250350876,0.0015838500701752523,True,True,False,0.039127
2024-02-07,capital_market_policy,801790,-,+,0.6824347014762994,0.36486940295259873,False,False,False,-0.00335
2024-02-07,capital_market_policy,801780,-,+,0.6806509913896485,0.3613019827792969,False,False,False,-0.010135
2024-02-20,monetary_policy,801710,+,-,0.3427111783165332,0.3145776433669336,False,False,False,0.01431
2024-02-20,monetary_policy,801780,-,+,0.5992645468831679,0.19852909376633576,True,False,False,-0.010944
2024-02-20,monetary_policy,801180,+,-,0.35578018313021526,0.2884396337395695,False,False,False,0.024702
2024-03-13,industry_policy,801040,+,-,0.36691627998615306,0.2661674400276939,True,False,False,0.017119
2024-03-13,industry_policy,801030,+,+,0.5337583626444784,0.0675167252889568,True,True,False,0.022039
2024-03-13,industry_policy,801880,+,-,0.4801906513096628,0.03961869738067436,True,False,False,0.04239
2024-03-13,industry_policy,801890,+,-,0.4658338432037963,0.06833231359240743,True,False,False,0.02011
2024-04-12,capital_market_policy,801790,-,-,0.4317426769164112,0.13651464616717757,False,True,True,-0.003087
2024-04-12,capital_market_policy,801780,+,+,0.5218314030543323,0.043662806108664576,True,True,False,0.028432
2024-05-14,geopolitical,801080,+,+,0.6883882354535442,0.37677647090708843,False,True,True,0.00901
2024-05-14,geopolitical,801880,-,+,0.7662841913193044,0.5325683826386087,False,False,False,-0.018169
2024-05-14,geopolitical,801730,-,+,0.7902908401311424,0.5805816802622847,False,False,False,-0.024487
2024-05-17,industry_policy,801780,+,-,0.4641321882421974,0.07173562351560525,True,False,False,0.015168
2024-05-17,industry_policy,801180,+,-,0.3881286182151139,0.22374276356977219,True,False,False,0.027905
2024-05-17,industry_policy,801710,-,-,0.3946086948848315,0.21078261023033695,True,True,False,-0.010448
2024-05-24,capital_market_policy,801790,-,+,0.5327332433214593,0.06546648664291865,False,False,False,-0.005881
2024-05-24,capital_market_policy,801780,+,+,0.551397411910197,0.10279482382039395,False,True,True,0.00228
2024-05-24,capital_market_policy,801750,-,+,0.6245024832022402,0.24900496640448044,False,False,False,-0.001281
2024-06-19,capital_market_policy,801790,-,-,0.4110460230479408,0.1779079539041184,False,True,True,-0.009075
2024-06-19,capital_market_policy,801780,+,-,0.4057454742005943,0.18850905159881137,False,False,False,0.028208
2024-07-10,capital_market_policy,801750,-,+,0.5562668215576311,0.11253364311526215,False,False,False,-0.016594
2024-07-10,capital_market_policy,801790,+,-,0.45801339008805797,0.08397321982388406,False,False,False,0.00649
2024-07-10,capital_market_policy,801780,-,+,0.5669667784222466,0.13393355684449326,False,False,False,-0.011593
2024-07-22,monetary_policy,801710,+,-,0.3022938368852245,0.395412326229551,False,False,False,0.012554
2024-07-22,monetary_policy,801180,+,-,0.26532708329133453,0.46934583341733094,False,False,False,0.001992
2024-07-22,monetary_policy,801780,+,+,0.5683154080091468,0.13663081601829363,True,True,False,0.023156
2024-07-22,monetary_policy,801790,+,+,0.5109385442798777,0.021877088559755453,True,True,False,0.025813
2024-08-05,market_event,801790,-,+,0.7424682298880885,0.48493645977617694,False,False,False,-0.007489
2024-08-05,market_event,801080,-,+,0.6269027984283924,0.2538055968567847,False,False,False,-0.027684
2024-08-05,market_event,801750,-,+,0.7036162221349537,0.40723244426990735,False,False,False,-0.042203
2024-08-05,market_event,801770,-,+,0.7004588134870131,0.4009176269740262,False,False,False,-0.029484
2024-08-15,geopolitical,801050,+,-,0.47482462651581653,0.050350746968366944,True,False,False,0.008483
2024-08-15,geopolitical,801030,-,+,0.5138274962889133,0.027654992577826665,True,False,False,-0.029439
2024-08-15,geopolitical,801890,-,+,0.6185815408111163,0.23716308162223254,True,False,False,-0.01801
2024-08-15,geopolitical,801880,-,+,0.5306625146581934,0.061325029316386725,True,False,False,-0.017639
2024-08-15,geopolitical,801080,-,-,0.4525309803708301,0.09493803925833977,True,True,False,-0.020521
2024-08-15,geopolitical,801110,+,+,0.6054494588519589,0.21089891770391778,True,True,False,0.012918
2024-09-09,capital_market_policy,801080,-,-,0.4573961614270185,0.085207677145963,False,True,True,-0.014621
2024-09-09,capital_market_policy,801750,+,+,0.5711837914690209,0.14236758293804175,False,True,True,0.011147
2024-09-09,capital_market_policy,801770,+,+,0.579598527792755,0.15919705558551,False,True,True,0.03541
2024-09-09,capital_market_policy,801790,+,+,0.6470300898017102,0.29406017960342035,False,True,True,0.019094
2024-09-24,monetary_policy,801750,+,+,0.6888352205402054,0.3776704410804108,False,True,True,0.172284
2024-09-24,monetary_policy,801180,+,+,0.5494702851722558,0.09894057034451165,True,True,False,0.017341
2024-09-24,monetary_policy,801780,-,-,0.4649338226308652,0.07013235473826962,True,True,False,-0.147169
2024-09-24,monetary_policy,801790,+,+,0.7147557994026789,0.4295115988053577,False,True,True,0.165801
2024-09-26,capital_market_policy,801180,-,+,0.5005951707691851,0.0011903415383702765,True,False,False,-0.017305
2024-09-26,capital_market_policy,801710,-,-,0.45434226250484433,0.09131547499031134,False,True,True,-0.010046
2024-09-26,capital_market_policy,801780,-,-,0.44331229127179816,0.11337541745640367,False,True,True,-0.095562
2024-09-27,capital_market_policy,801790,+,+,0.5995775451943879,0.19915509038877577,False,True,True,0.076692
2024-09-27,capital_market_policy,801080,+,+,0.5462551293156749,0.09251025863134976,False,True,True,0.103524
2024-09-27,capital_market_policy,801750,+,+,0.6532072845098129,0.3064145690196258,False,True,True,0.10595
2024-09-27,capital_market_policy,801030,-,+,0.5437949540145448,0.08758990802908961,False,False,False,-0.02518
2024-10-21,monetary_policy,801790,-,-,0.4790337794324166,0.04193244113516681,True,True,False,-0.010567
2024-10-21,monetary_policy,801750,+,-,0.4358192665145585,0.12836146697088302,True,False,False,0.009055
2024-10-21,monetary_policy,801710,+,-,0.37927604055997455,0.2414479188800509,False,False,False,0.068042
2024-10-21,monetary_policy,801780,-,-,0.4201643090660238,0.15967138186795238,False,True,True,-0.034858
2024-10-21,monetary_policy,801180,+,-,0.3359879650740434,0.32802406985191324,False,False,False,0.055497
2024-10-29,geopolitical,801880,+,+,0.630933462224622,0.261866924449244,False,True,True,0.021229
2024-10-29,geopolitical,801730,+,+,0.6065967944409311,0.21319358888186213,True,True,False,0.000633
2024-11-08,industry_policy,801780,+,-,0.40215744254589314,0.19568511490821372,True,False,False,0.008994
2024-11-08,industry_policy,801710,-,-,0.41509534293082617,0.16980931413834766,True,True,False,-0.032636
2024-11-08,industry_policy,801180,-,-,0.45847977077773056,0.08304045844453889,True,True,False,-0.076455
2024-12-02,geopolitical,801080,-,+,0.5502726829168899,0.10054536583377982,True,False,False,-0.007227
2024-12-02,geopolitical,801770,-,+,0.5276984143994491,0.05539682879889818,True,False,False,-0.003873
2024-12-03,geopolitical,801050,-,+,0.5310197246860632,0.062039449372126354,True,False,False,-0.002545
2024-12-03,geopolitical,801080,-,+,0.5179582852106773,0.035916570421354654,True,False,False,-0.011904
2024-12-03,geopolitical,801880,+,+,0.6015391113616805,0.20307822272336096,True,True,False,0.007095
2024-12-03,geopolitical,801110,+,+,0.5649949337840123,0.12998986756802466,True,True,False,0.021353
2024-12-03,geopolitical,801890,+,+,0.5486022264720262,0.09720445294405233,True,True,False,0.026975
2024-12-03,geopolitical,801030,-,+,0.5698757135251831,0.13975142705036614,True,False,False,-0.004192
2024-12-09,industry_policy,801710,+,-,0.37795599551381787,0.24408800897236427,True,False,False,0.005345
